Gene,AHR,ARID1A,ARRDC3,ATL1,BAK1,BCL2L11,BCORL1,BPGM,C3orf72,C19orf26,CBFA2T3,CBL,CDKN1A,CDKN1B,CDKN1C,CEBPA,CEBPB,CEBPE,CELF2,CITED1,CKS1B,CLDN6,CNN1,CNNM4,COL1A1,COL2A1,CSRNP1,DLX2,DUSP9,EGR1,ELMSAN1,ETS2,FEV,FOSB,FOXA1,FOXA3,FOXF1,FOXL2,FOXO4,GLB1L2,HES7,HK2,HNF4A,HOXA13,HOXB9,HOXC13,IER5L,IGDCC3,IKZF3,IRF1,ISL2,JUN,KIAA1804,KIF2C,KIF18B,KLF1,KMT2A,LHX1,LYL1,MAML2,MAP2K3,MAP2K6,MAP4K3,MAP4K5,MAP7D1,MAPK1,MEIS1,MIDN,NCL,NIT1,OSR2,PLK4,POU3F2,PRDM1,PRTG,PTPN1,PTPN9,PTPN12,PTPN13,RHOXF2,RREB1,RUNX1T1,S1PR2,SAMD1,SET,SGK1,SLC4A1,SLC6A9,SLC38A2,SNAI1,SPI1,STIL,TBX2,TBX3,TGFBR2,TMSB4X,TP73,TSC22D1,UBASH3A,UBASH3B,ZBTB1,ZBTB10,ZBTB25,ZC3HAV1,ZNF318,control
SAMD11,5.463124,3.4118278,3.450704,3.651725,18.284718,4.860535,5.346162,4.1109233,3.282409,8.366941,7.6688013,3.8962064,5.483158,3.215836,2.3596525,6.6504364,32.624268,23.60681,4.8032475,2.8310182,1.6912967,6.897718,5.584001,4.2139435,4.606578,3.9217443,6.2908597,24.11713,8.398649,2.7229598,10.048137,10.840003,3.9671075,7.0316453,13.702965,6.605015,8.305877,12.8020525,0.5446368,5.08635,2.1531277,3.2997246,2.3184998,5.6622467,8.42806,11.560848,3.673589,21.2995,10.218047,6.566054,6.916108,3.4913936,2.8455226,4.4968295,2.0676594,18.448343,1.980354,5.6385093,3.327963,7.744281,5.3022413,11.125787,3.9063349,3.4573693,8.739484,7.7984347,13.028647,4.1403546,1.098047,2.2670565,24.062996,1.9300743,2.083123,2.7682908,17.6489,5.0913715,3.3752937,7.454498,8.318777,4.980054,4.0491786,7.7050467,15.700848,4.773445,11.638059,7.6382847,7.970323,6.5020223,4.8897905,13.759671,12.027216,3.8762555,5.4419694,8.806318,8.449135,4.870802,2.2624683,4.65812,7.4267044,20.105978,7.020874,6.277846,5.283768,4.5351253,6.6016316,117.93539
HES4,129.19873,41.349014,102.9475,72.52594,334.82367,115.84098,108.59765,105.94907,55.315132,195.9417,150.323,158.0084,85.57311,115.16904,43.774303,89.61629,104.21565,246.7951,97.26417,48.73804,40.14863,140.4817,154.85156,88.665215,77.268105,127.35674,96.99329,152.74173,166.815,68.56901,190.89801,285.0212,198.88817,147.40309,189.50096,107.833626,186.88162,148.76335,49.575413,107.46855,22.525192,71.055336,45.370464,50.395428,169.49312,86.609024,94.71468,154.90405,154.9726,110.85155,125.24862,55.547142,59.515053,134.28223,56.25586,440.47693,50.98539,75.85294,96.20131,122.21475,119.863846,199.93454,80.24054,78.09209,183.00212,190.64835,181.56288,64.37881,47.659546,40.1274,229.30246,27.884352,84.68829,67.253876,170.64967,94.50185,96.84862,84.76781,53.665592,71.68673,93.41359,165.72662,108.83588,111.405846,214.97296,110.12198,245.10664,138.35045,75.70267,82.52612,127.290474,75.04291,141.0609,139.607,147.22696,108.68512,51.66135,101.77533,182.48613,290.13184,157.96136,39.63053,144.61768,106.33194,148.82051,2661.8845
ISG15,260.1768,107.46147,188.27132,150.84148,601.47656,226.79883,217.07536,193.81383,124.38413,363.8113,319.1536,285.29724,146.05687,210.35727,92.44633,254.4734,234.35251,579.5403,201.16527,99.34706,95.80174,289.9843,322.985,182.16405,143.42546,243.40521,185.94429,338.5418,282.17725,125.962006,360.83704,698.68866,329.8269,264.87564,377.60526,209.05128,379.5112,347.0901,82.59939,211.70947,51.3638,138.07324,99.93889,129.94225,373.91742,170.99626,191.13141,263.7476,293.47885,746.97644,263.18906,115.96315,100.9697,268.83026,118.039444,762.9254,94.11874,178.55232,164.91678,258.87457,222.21115,353.8701,144.95782,151.99619,342.3625,500.2922,346.20404,136.28067,89.72016,84.44582,480.43848,54.583904,168.55144,109.09678,285.32684,175.29008,183.84776,161.23936,121.77003,132.2449,134.81126,368.40097,234.51154,224.46121,491.94852,199.07452,376.78342,245.68535,126.02014,204.92653,316.9514,143.33522,302.45224,289.6228,244.03511,229.76645,113.80507,177.66005,357.93823,514.5349,273.37708,72.01884,297.42978,204.14328,273.86737,5103.899
MMP23B,13.660723,5.35648,8.596309,9.412363,24.920551,8.65723,5.9156256,8.69149,5.6873913,19.36042,11.944276,12.88493,13.9953785,16.904205,9.159386,15.015625,13.758005,28.79964,7.533972,6.309947,2.2287188,26.5377,15.13548,7.7197704,7.162902,9.034267,5.9318476,9.467854,20.07706,5.2494264,11.940201,17.920708,14.526583,8.676812,17.304016,11.237416,18.198593,14.048907,5.500152,8.642404,2.5485134,5.795597,3.8332987,7.6270294,19.782309,6.951763,13.003847,19.746037,14.523725,9.577856,8.976126,5.7539587,5.1961107,10.125498,3.4857779,35.369408,3.4781208,6.3421607,9.823369,11.426823,7.6808405,15.576762,4.665475,6.64054,15.211268,8.585041,9.524174,6.473413,2.81187,2.4009237,22.108358,2.3686037,7.9003744,12.44817,20.936726,13.06268,7.01366,8.075904,9.966665,9.151601,8.48773,15.04854,14.450442,12.009459,20.355207,11.929125,20.310225,9.243258,6.6162815,10.986745,18.172277,6.6335745,9.739721,13.86096,12.156453,8.452963,15.816809,6.684651,18.185791,26.590343,24.658394,5.3097982,17.205229,8.509719,8.954775,191.38506
SMIM1,146.82805,65.46872,126.301834,148.82086,365.83673,128.68484,114.70773,127.6286,81.92497,246.83238,159.94545,211.56189,126.18638,185.83942,71.5062,127.21921,122.90398,301.1717,141.23627,67.3452,70.050224,234.28423,253.02339,116.09464,78.98406,125.38844,104.60124,178.04588,281.38306,88.392876,219.74698,302.96555,234.53767,144.48274,244.32224,150.58224,225.8619,196.84575,61.25269,142.6685,31.40216,81.24991,55.795265,80.61639,215.84105,118.454155,193.67232,176.88799,393.27774,110.331985,144.50482,68.86298,67.352585,160.16318,68.95082,460.22043,56.850437,102.7639,110.903336,150.39598,117.91102,193.31464,88.10093,105.88392,182.91855,182.67577,200.80197,82.50866,45.903763,41.31239,235.64488,31.11961,126.504524,155.72145,335.70807,135.53792,126.72177,125.804306,75.66795,118.11204,97.00714,187.30084,132.12004,155.5326,250.03069,157.30988,236.35712,158.23557,69.74199,117.01252,207.06499,79.73784,191.31926,160.40038,146.81207,132.7943,140.19022,104.91349,223.8921,359.12427,237.21732,40.090553,206.57428,114.604256,146.32239,2980.0664
LINC00337,5.6017632,1.5019318,3.7304935,2.7990298,14.342128,5.8078203,4.925374,3.6119654,2.2623832,4.517548,5.759344,4.5264916,3.6540782,4.363849,1.166228,3.2091157,5.8067145,10.203613,4.4413624,2.0123804,0.32232296,5.9873605,6.772197,6.357318,3.5407908,2.8912573,3.7916217,6.5412984,5.1950564,1.6319273,6.919757,12.715586,5.8406434,5.0522676,6.8856726,4.035379,4.974683,7.912539,2.4232981,4.3779387,1.1827657,1.9921434,0.7308712,0.803951,3.3456383,2.9077363,2.3638926,6.0728946,6.95255,4.1229715,3.4828753,2.13182,1.1394422,6.91578,0.8462112,18.022793,1.3812777,4.10014,5.9296722,7.1735244,7.5483656,9.214193,4.0819697,2.0026073,3.636368,5.422686,8.05274,1.5938995,2.1459954,1.9860156,7.762664,1.2721895,3.251775,0.20875625,5.5263057,2.2349062,3.995031,2.9823823,0.8059124,2.2114048,1.8181207,5.697392,4.3583,4.1768894,10.028929,2.733776,8.731904,4.316735,2.568661,3.7735357,3.6757934,1.7901281,3.9546952,2.904626,4.544945,3.8214006,3.0058656,3.4881728,4.931197,9.905907,7.680311,1.5459212,7.7213984,4.504726,4.9516916,101.09156
ENO1,690.0017,382.9369,528.5251,456.27432,1693.7622,632.7353,596.489,509.05792,362.02017,1032.43,794.3696,728.9417,461.2348,692.5735,285.89804,938.5962,702.04767,1996.219,537.046,319.62103,271.67197,868.96967,878.9978,547.9902,402.3631,816.29315,582.73865,887.60114,829.75586,406.35776,1165.7755,1508.7644,922.6205,710.38873,1096.3127,605.0523,998.59595,878.77936,309.7288,559.5435,170.7789,349.73215,338.87427,469.37775,938.89355,536.6263,522.0607,764.5395,1145.9004,625.9301,631.337,327.55725,304.56915,722.6275,331.83572,2542.9512,266.74002,459.25754,456.3736,771.7806,753.3034,1105.687,417.94678,459.4272,979.0547,976.451,866.7396,395.181,271.53156,209.1235,1363.0483,164.72006,423.4845,435.3767,836.48706,541.3401,499.0158,448.16306,350.3333,449.0722,426.90375,901.93677,691.9199,701.4727,1111.0469,555.40924,1155.4539,656.53107,400.67908,633.9752,1049.214,435.82852,724.31555,795.07654,723.8005,580.5619,512.9155,434.44754,893.2307,1418.8586,869.73706,274.70435,797.66284,558.08636,689.1532,13840.295
GPR157,2.3504906,2.1044953,3.3388615,2.5527513,11.814043,4.5455604,4.208926,2.6718266,0.83017707,6.3955417,5.9782915,5.3218155,4.752657,3.7491128,1.6035371,3.4850917,3.7665548,6.4974246,3.7256913,1.845411,1.29025,5.1269975,4.5663285,4.2997475,2.0571938,2.7266014,5.7869134,6.809774,6.175294,3.083939,8.38173,6.9142156,3.9531255,2.8823366,6.0383267,3.2351484,7.3629627,3.9727414,1.395093,3.5454328,0.8707424,1.5959519,1.1958292,3.9449072,5.024384,3.5160546,2.9804683,3.624099,3.9152339,3.6590018,3.6086187,1.6236675,3.712178,3.450682,2.86547,16.696497,0.8399166,2.7735934,1.3331919,5.3137636,7.0691495,8.67072,3.0536606,3.6615324,6.0800056,6.757582,4.8052206,1.0293837,1.1429515,0.89133596,9.588931,2.1318324,2.707587,2.1781664,5.03754,4.0179086,2.6069274,1.8725965,1.3262366,1.8719494,4.2506948,8.28037,4.5787554,4.0048676,5.613351,6.3310285,8.454104,3.2625673,4.1140146,3.2112684,3.1106637,2.4092007,3.166539,7.286452,3.1835325,2.8851273,1.4326823,3.7065096,6.2269006,10.30827,5.8598995,0.99099314,6.550217,2.7404916,3.1083488,96.242195
PGD,354.42572,139.46141,254.05133,236.66199,770.3451,287.05505,284.78082,256.1073,169.43784,483.01865,363.72995,363.14175,209.53314,290.46014,133.37552,688.5183,429.5353,1189.5795,281.96326,155.08324,122.09477,415.52658,427.72388,259.13583,188.69028,317.95877,237.5537,439.76074,431.0406,180.34525,482.1946,694.4997,434.85425,370.5875,519.32556,288.13354,488.3291,440.04724,143.19542,264.76617,78.74318,168.97406,149.42818,197.15369,459.81073,272.28632,270.80878,353.91562,465.56677,253.97267,309.9431,162.14445,149.89127,350.0609,149.01242,1069.0051,116.49957,216.01788,234.40308,300.18515,278.65555,456.73447,199.55092,204.04398,408.72116,455.06897,447.24002,184.43771,122.64754,108.04602,636.05426,67.55646,227.29402,184.91942,368.17163,253.0119,244.2803,240.40295,165.2531,209.15042,196.7164,408.68472,289.0217,293.96286,572.39355,268.58246,529.0619,320.6,160.30106,280.18744,430.9395,198.31708,377.63516,385.82404,335.2297,281.6429,178.23007,220.02875,462.0231,686.3135,384.101,138.29738,400.82263,260.48862,342.48727,6402.7373
SRM,844.57587,392.05853,574.9066,579.52905,1764.9312,672.52527,657.823,608.0772,482.21066,1108.081,931.69507,810.6193,487.39767,676.03796,309.20206,1532.6544,987.3675,2697.0488,669.83923,359.69748,320.35083,1029.5762,968.43677,613.1932,596.7118,740.0175,579.703,930.5756,1049.8602,452.30676,1226.2579,1677.2747,989.20605,846.3018,1254.2947,753.8072,1098.2727,1027.3579,350.18604,606.278,276.77112,403.6454,352.3602,581.69135,1103.0664,728.34314,598.8265,792.0006,1314.191,576.1961,693.5371,405.37567,329.45883,790.10706,358.40588,3001.6926,309.85803,524.20197,511.29208,777.558,756.6537,1170.7908,501.7796,495.76123,1028.3646,1057.8751,996.9466,466.9323,299.29987,309.17944,1609.7507,177.65111,517.03723,601.581,907.1151,664.5946,528.6753,526.0571,437.77924,486.00052,448.1149,965.01294,760.4174,763.81824,1342.1625,627.18243,1335.2355,715.68335,440.94348,643.79016,1293.1626,494.3128,893.9435,885.5039,825.3652,630.57947,592.1875,509.78876,1047.1234,1574.0659,885.5778,320.6772,840.2524,647.4473,792.06604,14929.457
