Gene,AHR,ARID1A,ARRDC3,ATL1,BAK1,BCL2L11,BCORL1,BPGM,C3orf72,C19orf26,CBFA2T3,CBL,CDKN1A,CDKN1B,CDKN1C,CEBPA,CEBPB,CEBPE,CELF2,CITED1,CKS1B,CLDN6,CNN1,CNNM4,COL1A1,COL2A1,CSRNP1,DLX2,DUSP9,EGR1,ELMSAN1,ETS2,FEV,FOSB,FOXA1,FOXA3,FOXF1,FOXL2,FOXO4,GLB1L2,HES7,HK2,HNF4A,HOXA13,HOXB9,HOXC13,IER5L,IGDCC3,IKZF3,IRF1,ISL2,JUN,KIAA1804,KIF2C,KIF18B,KLF1,KMT2A,LHX1,LYL1,MAML2,MAP2K3,MAP2K6,MAP4K3,MAP4K5,MAP7D1,MAPK1,MEIS1,MIDN,NCL,NIT1,OSR2,PLK4,POU3F2,PRDM1,PRTG,PTPN1,PTPN9,PTPN12,PTPN13,RHOXF2,RREB1,RUNX1T1,S1PR2,SAMD1,SET,SGK1,SLC4A1,SLC6A9,SLC38A2,SNAI1,SPI1,STIL,TBX2,TBX3,TGFBR2,TMSB4X,TP73,TSC22D1,UBASH3A,UBASH3B,ZBTB1,ZBTB10,ZBTB25,ZC3HAV1,ZNF318,control
SAMD11,6.0644474,3.7124104,6.852499,2.383727,17.139381,4.782708,5.9089813,6.128633,3.5662036,10.957442,10.583775,9.042486,4.9571257,4.813951,2.6561952,12.956739,44.53428,36.05058,4.5699077,0.42685747,2.2838042,10.101821,5.3995304,7.225455,5.7887387,5.1131887,7.157471,28.20485,10.508262,6.094863,11.548067,12.431969,5.199507,7.1217213,13.924049,7.4313464,7.225643,16.487299,0.7940422,6.09111,1.3140452,4.6873455,2.4107552,4.0272136,12.115988,12.007058,2.3095732,21.053093,15.203426,6.746446,5.647805,5.21575,2.7368917,8.3319645,3.8105512,27.512829,1.9792478,6.3819556,2.7694466,7.712727,7.64934,9.064099,4.032328,3.981837,7.8433924,7.6457605,11.280752,3.2332842,1.3566738,3.5529935,34.652752,2.4888692,4.179162,4.8104625,20.989632,2.3668427,3.7940485,5.3062344,8.9106455,4.59754,6.4971356,8.539665,18.255257,6.3975487,12.927458,6.9795094,15.655312,5.504712,2.8985744,17.470886,9.348471,4.3582973,4.3948746,11.030015,11.939734,3.1923504,2.60171,5.182644,14.55878,16.62826,9.039302,6.044104,6.8178697,5.7312613,5.7234964,148.19836
HES4,146.38655,45.641685,115.70622,89.68825,370.25836,141.50217,125.05824,124.96656,64.07478,228.23088,167.40834,169.56558,88.698,116.22037,42.668964,102.38666,113.23184,278.10645,115.29969,58.72295,56.012344,155.92285,201.33142,110.70179,79.965675,147.77145,109.53331,170.13023,197.51743,79.37724,227.38058,326.7601,238.36006,167.63034,215.14278,109.40603,206.58044,159.48082,50.139942,104.12463,25.039776,83.466034,44.53221,60.731533,179.33827,89.90687,106.78966,164.7006,193.62155,130.78355,142.35643,63.993958,66.42643,139.66399,57.884766,515.9561,54.502384,83.756805,108.80081,141.51431,132.73387,214.62276,87.88256,85.17594,191.41782,223.4551,201.65833,62.072254,48.761196,42.10228,233.99599,28.738981,98.89972,75.406845,197.9979,109.51502,104.97949,112.53998,58.63094,78.90164,98.74816,195.65947,130.62047,129.53085,235.3484,117.369026,261.81604,161.56293,81.46956,87.27548,158.1092,84.468185,157.88315,147.40054,165.40698,128.14473,50.945744,115.37178,205.13329,315.88828,172.91017,40.13078,165.65921,113.90901,162.75706,3004.92
ISG15,278.98697,106.0575,214.53094,167.54402,695.27374,261.36108,240.10004,223.04272,141.69656,411.66547,332.6703,319.70435,152.45969,233.84859,89.25854,258.97885,244.47159,638.4734,233.61392,115.515045,107.44594,311.18906,362.0796,222.45486,170.82263,262.37146,211.31949,365.61835,340.12915,151.7522,411.80856,778.37695,394.8658,290.27713,409.75482,220.72249,416.6789,349.7303,96.40435,231.44182,56.756958,156.13254,100.17163,145.21461,392.26508,184.84543,208.18373,309.47363,341.5307,750.7394,279.0877,125.54671,128.92516,291.08728,123.770004,859.4305,103.9262,194.67348,200.31891,292.92206,248.51253,403.16107,156.57524,170.62209,368.66275,553.05316,375.44766,144.0256,101.4145,96.790245,528.1436,44.619522,177.32674,130.75914,327.9865,188.8495,186.23708,192.06842,138.83598,138.12308,157.62326,399.02557,263.23962,238.42932,514.2439,231.24707,448.16232,265.30795,142.14009,230.22844,334.36633,150.68423,312.55786,338.0505,271.87903,263.08884,122.712265,195.54498,391.81735,585.62476,319.8757,78.90458,349.62415,224.00508,295.218,5705.0146
MMP23B,14.13065,6.4988227,7.656211,7.8974385,27.45797,9.128796,7.922223,10.253637,2.6362433,13.939425,12.059063,13.350547,11.093984,15.313215,7.215921,13.781254,10.188122,22.592367,6.3290863,5.8317547,3.803874,16.200306,13.589009,6.372337,8.244688,9.326887,8.8572645,6.440856,16.962215,7.6154485,10.4776325,14.352612,10.677198,6.9019938,14.139149,8.360045,11.027834,9.301012,5.82027,5.569229,1.557884,5.481184,5.488013,4.1196475,15.596054,3.7256274,8.689678,12.760677,15.1613655,6.6654153,8.067146,4.5840273,3.0280352,11.1213255,3.0755177,34.926224,3.9153204,6.8584213,13.161058,7.4230375,10.018101,14.303908,5.214629,3.2393658,14.402138,6.6178403,12.164356,5.356036,1.7304065,0.9277338,12.363692,3.683783,8.992968,7.913619,18.177994,9.780027,7.844321,6.520901,5.506962,7.155501,6.1920576,12.735371,8.600945,11.375217,18.375204,8.989429,16.694855,10.77887,5.0337863,8.407873,14.5824795,6.463065,10.225899,11.427172,11.313848,5.2359004,10.303879,5.664212,13.245498,21.431221,17.255764,4.2294965,11.588749,9.070209,7.855752,172.80382
SMIM1,141.09776,68.60055,119.48545,143.52051,349.07645,126.14595,120.440216,121.06592,81.834015,229.52757,151.63875,201.9426,113.88784,173.56206,75.51488,139.72244,124.765366,317.7747,141.62541,69.61973,75.24196,234.7929,249.23792,117.97207,76.627846,122.512596,101.368484,182.87712,269.56906,67.28814,203.52046,294.7251,224.18663,149.5072,246.0558,145.3816,213.16199,176.95119,61.05275,132.51476,39.86358,89.161674,60.250248,78.65209,208.9593,110.28855,185.11345,179.15422,388.02057,102.428566,132.66899,69.06793,64.16404,159.98486,65.508766,448.19,60.35622,97.86263,112.54564,140.3913,125.47366,198.39865,93.83991,93.09793,181.87115,176.9207,208.10887,78.06376,46.961536,35.391403,226.90561,24.728762,119.02141,148.51213,336.55237,139.08185,115.42241,124.66675,71.090645,112.48247,94.64818,175.59105,125.70832,146.60143,240.03886,155.3945,228.12178,157.16719,64.824234,100.82288,216.48148,80.165146,190.47647,155.83234,147.29086,122.40004,136.58594,103.01604,210.73116,346.09872,226.0499,46.705265,194.92381,116.93763,150.58725,2911.7683
LINC00337,5.261757,1.174191,3.0705647,1.9435922,7.758422,2.616734,3.350336,2.1703148,1.5093598,5.3675146,4.629469,3.2899828,3.139593,2.0196674,1.6055316,1.2188072,6.1643677,7.343513,4.1287885,1.0465429,1.588277,4.0499907,4.963996,3.6061528,2.0997944,2.683455,2.6098764,4.2670293,3.556884,1.5948235,4.825453,8.75979,5.7176147,4.3004074,4.6643867,1.8754152,3.7628999,4.9499636,1.0948552,3.539517,1.4823558,1.9641356,0.4968464,1.8506782,3.5359504,2.0219917,1.6043851,3.6701317,3.7015364,1.7188109,2.950653,1.1453332,0.69890565,4.7838006,1.3318622,12.469429,1.1228455,2.3008184,3.299235,3.4867005,3.116175,8.1125965,2.405796,1.8833933,4.6328874,5.0660915,4.7985835,1.6549866,2.4916513,2.4359677,5.562759,1.185765,2.048053,0.44163588,2.6906226,2.2376516,1.4600563,2.731114,0.7649219,1.449727,1.84989,3.7713718,1.9995037,3.6352854,5.6562104,3.4181228,6.2387786,2.7812796,0.9408349,1.9315157,3.1304216,0.5242774,3.105153,2.665585,2.0880709,2.8899684,1.2152792,2.8685298,5.4775014,5.860189,4.779837,1.7062355,5.0929365,3.2902777,3.7840703,74.38827
ENO1,702.08307,348.726,534.443,450.24234,1717.6498,659.2051,599.724,520.69073,371.72946,990.88837,764.2451,751.1385,505.55243,699.33466,306.25885,984.40906,728.96936,2063.373,531.62964,313.55634,281.49585,862.35815,879.5978,538.02386,381.13055,801.26984,544.348,865.07385,826.01074,376.69006,1176.744,1470.3215,959.4331,719.76025,1014.37866,601.4091,1016.23706,868.9117,286.67227,530.98376,230.65948,360.4909,348.99982,465.5221,942.80115,534.54083,511.1366,735.9257,1204.1976,574.956,638.3793,318.83566,305.0598,762.7144,314.03375,2523.4473,275.35526,459.76422,452.97064,754.10266,761.40625,1181.7642,439.77637,436.7657,964.17816,956.33813,854.66345,391.38483,279.8794,227.634,1347.7408,172.58478,440.0518,426.7319,868.8024,534.1001,456.1979,449.19806,344.43845,460.46844,421.96417,910.75073,685.5222,697.9591,1066.2689,574.886,1183.2917,653.1848,395.43948,604.1735,1042.4493,445.93585,731.13446,790.1279,711.3741,590.1859,558.4841,459.66928,886.0678,1427.8535,824.5514,286.44278,790.96063,561.87195,687.74646,14036.015
GPR157,4.2208962,2.0238092,2.5982392,3.900095,8.465248,3.57049,2.7258697,2.0277514,0.21060412,6.8748717,6.856168,2.9659326,4.4826074,3.7241468,1.4699913,3.2816133,2.3402,8.292457,3.4482734,1.7529818,1.609473,4.6480746,3.554824,3.5521514,2.3544848,2.653296,6.236442,7.7234516,5.490088,4.194082,7.5593934,6.946385,4.3132563,3.1479487,5.352615,1.0790466,4.737207,2.7284548,0.89556575,4.12096,0.8196835,1.5239147,2.7990367,2.1592555,8.442607,3.333511,1.5173781,4.982963,2.9850838,2.2968037,4.2966914,1.5710078,1.4606335,3.3479133,2.613564,12.6406355,1.5356625,2.536836,2.9543796,3.8941958,4.547181,6.3960595,1.6979967,1.0949595,4.6228166,4.1150618,4.102436,1.6884633,1.5268629,1.3830278,5.3763633,1.744083,2.814706,0.45647323,3.2742941,2.8975003,2.8843086,2.1734378,0.96307874,1.1273874,3.113869,6.0038705,4.5731125,2.7096946,6.052021,3.1730978,5.7580647,5.599337,4.1089687,3.3226361,3.0043716,2.9632401,2.2477267,5.8143735,3.6570206,4.324197,1.2248594,5.204961,6.22112,10.427442,4.248632,2.1318805,4.1558714,3.0414371,3.04758,87.00926
PGD,339.4276,123.766235,250.70157,212.87627,795.66754,292.7406,278.50824,252.94781,157.5599,482.1012,355.74722,359.7295,184.68571,277.47583,118.29359,552.47504,361.07898,1007.1343,272.80804,139.75194,119.19677,376.8618,410.01434,250.6837,179.43031,285.72214,232.02638,414.4199,434.42947,188.21283,463.81976,665.322,446.76965,370.3516,492.30017,269.34988,466.55655,413.35596,133.17633,245.36852,82.8669,178.82722,126.30847,165.9709,442.92816,236.24762,237.83614,342.58362,422.9343,225.7867,298.33963,166.82677,141.92824,327.7587,129.6782,999.50684,133.91293,213.88391,247.42947,303.05933,285.1111,454.60913,203.4776,198.32657,416.19028,422.3177,437.05435,167.75523,127.28621,99.81883,628.0725,60.78638,217.97644,175.10521,355.22876,222.08041,214.54355,232.85013,152.8942,178.78455,174.24289,400.84024,310.9166,277.17236,545.3027,271.30862,540.5763,307.92514,174.23135,263.106,360.9567,179.60794,378.096,395.45367,333.17194,291.07208,141.56036,209.09286,441.46454,648.89386,370.3899,124.47092,390.42487,260.2505,317.67526,6439.9404
SRM,790.6432,357.19754,606.89575,549.58746,1785.2355,685.9789,648.0992,617.5393,446.67267,1106.0261,842.23395,840.2565,412.2572,669.12427,321.44492,1451.8484,912.6759,2386.2249,598.23816,368.54947,306.46982,984.9977,977.35583,580.1405,520.45996,686.3612,544.46277,866.687,1056.0262,402.52673,1164.6938,1551.2002,1015.82983,775.8711,1170.2279,693.76294,1046.4961,944.9171,311.5862,524.32446,268.38235,416.42688,342.9369,543.17645,1057.6572,722.58795,577.6048,820.2605,1347.1438,516.59503,657.5287,395.2132,321.95822,752.6129,347.02618,2814.6667,309.2927,467.4626,511.8927,756.8438,724.1438,1160.0205,468.16663,475.8642,994.05884,996.54315,961.0123,453.6103,291.7976,311.07397,1485.1366,186.16135,503.51068,614.89154,894.16925,620.82916,510.07703,499.38257,430.97235,474.5005,432.2865,878.8177,750.10223,769.7036,1279.3177,602.6228,1318.5913,672.8391,417.24628,613.7443,1229.8456,510.975,839.93976,874.6205,800.8836,588.1787,619.4516,473.72626,1014.1818,1501.553,841.1419,300.29755,865.8293,591.93524,733.689,14573.187
