Gene,AHR,ARID1A,ARRDC3,ATL1,BAK1,BCL2L11,BCORL1,BPGM,C3orf72,C19orf26,CBFA2T3,CBL,CDKN1A,CDKN1B,CDKN1C,CEBPA,CEBPB,CEBPE,CELF2,CITED1,CKS1B,CLDN6,CNN1,CNNM4,COL1A1,COL2A1,CSRNP1,DLX2,DUSP9,EGR1,ELMSAN1,ETS2,FEV,FOSB,FOXA1,FOXA3,FOXF1,FOXL2,FOXO4,GLB1L2,HES7,HK2,HNF4A,HOXA13,HOXB9,HOXC13,IER5L,IGDCC3,IKZF3,IRF1,ISL2,JUN,KIAA1804,KIF2C,KIF18B,KLF1,KMT2A,LHX1,LYL1,MAML2,MAP2K3,MAP2K6,MAP4K3,MAP4K5,MAP7D1,MAPK1,MEIS1,MIDN,NCL,NIT1,OSR2,PLK4,POU3F2,PRDM1,PRTG,PTPN1,PTPN9,PTPN12,PTPN13,RHOXF2,RREB1,RUNX1T1,S1PR2,SAMD1,SET,SGK1,SLC4A1,SLC6A9,SLC38A2,SNAI1,SPI1,STIL,TBX2,TBX3,TGFBR2,TMSB4X,TP73,TSC22D1,UBASH3A,UBASH3B,ZBTB1,ZBTB10,ZBTB25,ZC3HAV1,ZNF318,control
SAMD11,8.809131,6.2932487,6.819652,4.552821,16.406467,7.999184,4.690447,8.504019,7.036144,10.906302,10.831348,11.873018,6.6728654,8.332738,2.898074,8.779386,50.878723,36.92555,7.144656,3.6321268,4.581197,9.928966,9.057434,6.4439754,7.1263266,5.655087,8.557728,31.133175,10.589347,4.922683,19.117516,21.34044,8.558809,6.773882,14.6199665,6.638244,16.163143,14.115498,2.6505995,6.610716,1.9348601,5.770954,2.6858122,4.101131,10.114487,16.875383,4.786389,24.360966,10.083298,4.34497,6.1251206,4.8037214,3.4016294,6.5174174,3.2853537,25.177525,4.139174,6.268172,5.3750896,10.805651,6.852276,8.937295,5.6172733,4.191986,14.916525,8.301786,11.111452,3.0600688,1.79843,3.5396407,32.977253,1.9028736,3.1013358,3.3357394,22.51584,5.431157,2.3594558,5.3516088,12.960973,5.7697177,6.227371,14.106739,21.132896,5.5941043,10.31454,5.42824,10.089609,9.580529,4.810152,19.464521,11.954327,7.070875,7.0950623,13.502001,14.376963,6.268594,3.4093678,5.27416,8.9402485,24.452679,8.54636,6.589552,7.7640386,6.153775,4.9616117,152.47531
HES4,153.40512,57.028374,113.90536,95.80893,348.0815,136.47333,106.70831,128.13603,70.30907,218.89821,163.9231,165.89459,95.20739,123.48673,48.611378,120.5076,117.45273,304.8087,98.20615,67.36932,54.362427,167.59612,180.89713,105.471245,77.585205,153.9117,103.38317,161.80501,195.68773,80.63698,209.06923,319.62738,218.46349,159.89026,217.83609,116.66424,206.54971,167.65936,46.240906,113.94057,23.153076,81.602806,54.837227,66.018196,183.88744,106.15712,119.842636,176.23634,200.54565,124.8348,140.48334,59.270477,64.91098,141.89763,53.20749,501.7667,48.320126,84.92383,106.02371,139.82108,124.19948,210.14888,82.02583,92.52095,196.10811,212.91989,200.67735,66.14385,46.504475,45.0822,241.1402,29.497938,95.36393,80.477486,202.0763,112.19467,95.64376,95.613785,64.19862,88.51439,94.90093,185.48868,124.59986,130.79633,235.5128,120.86441,255.74352,156.67798,80.47516,95.69601,163.33905,81.498825,161.30714,152.69914,151.94576,117.007904,51.362873,111.01396,217.05136,323.18176,188.63875,40.05594,156.89616,116.051,158.7507,2850.258
ISG15,270.44867,104.407455,203.83844,170.47827,654.8723,255.3321,218.46033,217.27579,136.62451,383.13968,322.04205,299.06985,160.5938,227.7307,89.590996,278.71918,240.67587,617.0498,226.28792,110.78821,104.32769,302.91098,338.82233,217.56595,175.6051,267.40768,196.44778,342.22705,315.62213,145.92232,378.4653,749.7005,366.99286,288.3677,385.30243,210.42229,410.84448,353.6248,92.75213,230.60712,48.20936,150.86722,106.2428,150.48572,392.0148,192.09598,209.6226,284.497,331.61166,702.2402,272.5423,122.03695,127.36703,280.10938,117.2421,779.6136,95.70481,184.81012,182.73026,261.63574,234.81502,362.87946,150.80907,156.89034,370.43973,529.9699,363.64078,142.99132,104.81501,86.7654,508.39087,66.33984,167.49756,125.102844,305.86774,188.44969,176.42102,180.72707,138.56264,139.01216,150.69057,379.17252,249.46011,239.36212,482.90784,219.87411,409.53238,256.53125,122.85419,220.94156,341.2379,150.07532,309.37534,313.798,255.6018,237.61952,116.23744,193.13194,376.33102,540.6849,294.78503,77.651375,316.59924,209.07397,283.29434,5306.516
MMP23B,13.394045,6.64082,6.4233446,7.6568165,22.112925,8.469236,7.425883,8.747546,3.5336635,13.721661,10.462241,14.631781,11.57009,15.725735,4.9973793,12.802238,9.867291,25.541058,7.081621,6.830629,2.8416965,15.960812,13.250682,5.052513,7.179998,8.442625,7.6939516,7.660059,19.73892,6.2329445,13.138304,15.049787,14.263392,9.111887,12.835059,10.922516,15.880594,9.21746,5.095137,7.082659,2.3785028,4.73334,6.054634,5.360976,17.541355,5.762638,8.807358,12.346071,12.646642,7.514982,6.1188846,5.5308485,4.1901374,8.32514,4.1227508,29.075764,3.9840164,4.6264987,8.61796,7.203663,7.2978106,14.14643,4.1883917,4.7134833,10.30893,6.5774264,9.80886,6.843939,2.5152378,2.4118829,16.39526,1.6581584,5.3675265,9.496314,21.089436,9.989416,4.9408965,8.243253,6.6694384,7.1517773,5.34501,12.8871565,8.508575,13.379008,20.13843,7.736316,19.853065,10.965113,3.8192677,6.067959,16.18662,4.8621607,9.941265,10.728738,11.927444,6.937334,13.085273,6.528888,12.663355,21.927643,17.015322,4.022298,10.469482,7.7354784,11.425406,172.15657
SMIM1,157.14206,64.41855,115.83148,148.64261,319.04077,133.68654,120.35898,133.04959,80.605644,233.30646,138.42395,199.18788,115.03441,170.70306,67.800446,123.32841,120.690796,310.0827,132.2349,57.88652,73.61749,246.29533,246.6419,104.06279,78.24431,112.31909,96.459755,169.05373,285.9218,72.16504,206.9448,275.53378,244.63733,137.15114,232.80438,142.66565,219.4952,180.95154,60.5726,132.29965,30.559263,74.08983,58.546112,80.237175,205.40483,105.633705,191.87794,171.94876,435.63132,106.11769,134.72221,63.55253,67.58033,133.2389,64.68983,453.8907,51.914577,98.572235,107.78297,134.53984,111.580315,178.12662,74.61904,87.53155,170.17328,176.7304,193.78387,79.19264,49.55769,37.88536,211.71353,27.60662,121.05705,152.86742,358.471,137.42831,103.77831,123.7,70.59133,130.25351,80.28186,156.43707,136.82283,152.11943,233.28593,150.70323,219.7864,148.12894,70.76083,94.877045,221.0994,72.23911,186.88669,157.38431,143.28389,115.60512,145.76732,95.34758,211.68228,347.44116,229.85565,52.47656,201.46068,91.40137,151.16272,2769.6455
LINC00337,4.1296444,1.3074276,2.3074977,1.9328245,7.425074,5.9337254,3.7840993,3.7702894,3.0692265,4.666807,4.1033278,5.987763,1.7778628,4.8496046,1.2113516,2.7808566,4.7719254,7.4673176,3.5997028,1.5722184,1.1212336,3.6414397,5.247248,4.7660007,2.3410187,2.6043851,3.9609895,4.447026,4.311906,2.3898096,5.913236,10.839342,4.6353483,3.661045,4.0881352,2.6098764,4.3248506,6.0472,1.3834741,2.989461,1.0912888,0.46084312,0.5888028,1.5386322,4.5428963,1.1545031,1.0338594,4.844455,4.625582,3.4660847,3.1776266,1.5343306,1.0335947,4.1851106,2.2821996,14.181233,0.9771615,3.5508087,3.5750663,3.754557,4.522077,7.83337,1.6138302,1.7345084,4.9672756,4.0212636,5.436666,2.3120766,1.2819519,2.5226958,6.8318644,0.3361039,2.3141012,1.8542297,4.069455,2.2637587,2.6736379,2.5337043,1.6425458,2.5334096,2.7307887,6.788435,3.0510225,2.4095852,7.37637,2.6851323,6.116117,4.327049,0.96955705,3.983488,3.2667756,1.6623249,3.6023076,4.8663163,2.2298768,3.2540781,2.1818328,2.9108145,4.430498,6.4859776,4.6808825,1.7907846,5.432558,2.6226287,5.0219,84.22119
ENO1,678.16724,362.10443,513.60364,430.6127,1628.5903,625.22644,598.9758,535.46954,374.69724,977.52515,736.3774,689.3249,473.0197,657.7028,262.91544,884.20886,658.86926,1862.6647,508.1571,352.96213,253.7511,844.10864,828.4918,519.98865,415.0175,783.4681,576.91174,859.4572,764.74426,347.49112,1063.1611,1406.2588,886.61804,632.6648,1018.3726,582.4274,1013.8801,842.16656,275.5515,525.7413,201.53342,356.9244,319.2725,481.3024,900.00793,521.604,509.68906,724.5624,1151.4193,591.4948,617.5778,340.9659,308.02377,731.3503,291.2439,2370.5986,267.50986,446.1067,440.49792,703.8927,763.98444,1080.784,412.35104,427.75772,928.8415,897.9387,825.3926,344.15097,263.9688,207.00095,1259.1825,162.77821,425.07553,390.2262,836.7583,506.4711,469.95483,425.63718,336.85614,446.3334,407.60492,884.7975,642.772,684.1396,1095.6299,534.3452,1118.8647,660.72577,359.83148,611.1521,1045.2706,428.2721,738.2,791.56006,685.48785,547.77185,527.0656,445.77432,851.61847,1325.5944,822.5502,261.33517,777.0968,540.4809,657.37744,13337.959
GPR157,3.5828261,1.7502581,2.286169,1.5208366,9.448809,2.473191,4.4839725,1.9974616,0.57445455,4.4961066,4.5784583,4.198249,2.764456,2.0950882,1.4402791,1.433554,3.6006885,5.032098,2.538384,0.87469053,1.618785,4.847212,3.604082,2.9329567,0.7384848,1.9930687,5.660723,6.5540686,6.153155,2.1594946,6.58616,5.1417775,3.6618004,3.7274616,4.074296,1.2685982,4.083956,5.4688354,0.0,2.6443121,0.92132926,1.8543317,1.367482,2.967146,4.4611526,2.4847305,2.5071058,2.570459,3.0242817,3.8819213,3.0981016,1.6008942,3.0533385,2.861763,2.1278894,12.999458,0.3841418,0.57663244,2.0402465,5.2959623,3.229776,7.107006,1.2290931,2.0229323,6.6899943,3.5219123,4.166054,0.7901817,0.96122986,0.7901802,5.3990726,1.9904047,1.5013741,1.0607175,4.3459215,3.5713956,1.9941244,1.4521823,2.3030877,1.7748445,3.1455503,4.5690427,3.332843,3.0427895,4.6319184,4.76818,5.6212144,2.050322,3.7423277,2.3352299,2.0936272,2.7639332,1.6086386,5.4471064,4.2131605,3.0656855,2.2137492,2.7676582,5.4772453,11.436637,4.3801565,0.2924226,4.457425,2.9993527,2.3337348,74.08779
PGD,339.02457,135.43375,237.4255,211.75896,741.7162,288.30786,271.43085,248.72322,156.75978,443.61386,336.85388,339.68933,167.83548,270.23892,103.93648,592.94855,372.32263,1072.6842,264.399,136.28441,117.19286,365.3677,402.5899,256.5025,189.15672,305.9068,217.7079,376.22238,420.3811,167.37157,446.61282,671.88495,428.54938,359.30154,481.42645,257.8864,441.19617,384.7787,126.40521,256.70038,66.26263,176.89922,127.728745,166.18251,428.64398,226.52988,233.75305,314.8844,408.05066,234.2756,294.30945,146.76642,139.7057,313.67734,136.87503,1008.8188,107.785805,213.9607,228.11221,291.80786,262.77246,437.21115,178.94357,189.15094,390.6795,433.26718,420.46393,160.30978,110.80429,91.32178,615.28143,65.664474,199.02972,157.12688,358.67334,215.59398,206.74219,216.91974,152.23096,186.99553,170.72415,391.48624,292.06747,265.66492,527.9762,247.95424,507.07175,308.60394,160.51157,248.29283,386.85675,167.44846,350.96713,375.32736,312.64856,278.7608,132.95096,203.85155,414.8374,619.27356,355.2579,119.775856,373.9248,235.79465,310.84085,6095.112
SRM,847.3182,407.82495,594.08215,561.56744,1769.0161,725.0058,660.5022,586.7829,449.29483,1085.0231,916.79083,785.31177,471.63904,657.51495,284.7849,1397.324,931.14166,2497.9263,639.5199,408.5138,293.27185,982.9,961.40875,591.2289,565.9902,774.72845,589.10406,905.8689,1059.8146,420.67966,1152.493,1561.8701,1042.4747,795.1197,1222.9652,714.0608,1122.9835,1016.2711,330.0332,562.72784,262.17426,417.2995,330.8672,605.1185,1088.7323,726.6035,560.4657,774.28723,1302.4415,549.7919,661.9143,390.3838,366.83807,772.5148,362.96426,2966.31,303.6095,505.14536,509.91217,749.6635,744.88165,1190.2731,458.44888,481.5725,998.7464,1029.9921,1028.393,432.09906,295.36353,291.56595,1523.0857,176.87807,499.91037,521.44336,945.56995,634.1586,538.2435,502.31882,440.7417,508.51813,427.37543,925.3293,781.30304,741.7304,1333.362,597.92426,1311.41,694.2577,393.56873,606.6308,1287.4938,503.1767,864.86755,927.6506,776.90857,601.98444,560.83093,528.03766,1022.89294,1538.6812,867.7217,331.26584,846.8624,620.7008,745.30273,14736.482
CDC42,1022.2468,410.22516,710.4402,637.5693,2191.5176,867.63837,748.44446,780.5598,455.00803,1403.517,1067.2168,1020.61523,519.9789,812.39844,320.57104,1177.1621,860.1275,2263.9275,737.6919,356.48718,353.01096,1157.4755,1172.5613,735.12915,489.9981,931.6223,665.18335,1185.499,1241.1465,543.7573,1338.9297,2039.3187,1299.1895,905.3225,1445.2114,781.1441,1388.428,1164.4048,367.37344,709.1972,205.0817,554.0653,357.4813,551.8478,1300.7728,641.3721,713.1766,951.7754,1250.8083,675.81934,846.2537,466.14548,512.7655,924.2685,394.9709,3094.124,367.54153,603.30597,667.4671,931.8815,845.4175,1284.3219,549.993,521.5452,1196.5383,1318.1154,1271.416,489.31268,348.37103,285.376,1719.226,196.07881,625.55225,495.1794,1070.9155,628.44714,607.1324,636.8974,462.70993,553.59784,541.6095,1219.0979,859.32166,733.35815,1542.7163,816.9502,1537.9315,865.71686,495.028,714.2132,1066.8528,500.1339,979.23645,1110.1362,879.4269,753.8802,467.0279,635.14056,1288.3474,1936.9868,1062.4777,336.31876,1091.7284,676.2197,961.8958,18200.395
ZNF436-AS1,54.30488,18.983818,35.30453,36.007034,109.43738,45.14608,33.094707,41.970516,22.708014,64.11095,55.323776,52.65465,37.543224,48.344376,21.267014,33.489895,40.22319,112.59502,36.977867,17.39652,18.924782,53.198986,67.27416,39.373913,25.121456,43.629642,36.69431,57.169037,55.9261,24.438791,68.32599,84.583206,60.014088,46.158554,77.58102,36.387653,73.03344,60.531517,26.050135,35.804325,9.361696,26.814997,20.431398,19.984293,60.877396,43.09959,36.968536,61.23252,88.867676,43.53003,41.31332,20.643547,21.862501,42.991024,20.424997,145.72575,18.72883,27.596348,35.07218,33.099144,37.852936,54.067894,25.991936,26.572447,57.61176,54.634857,65.89006,24.286207,17.038944,14.288024,68.80826,13.804537,32.70744,21.780954,67.969406,45.04292,33.771267,27.915886,20.397358,35.015278,20.765314,58.28143,39.687725,36.294266,91.86619,45.077885,84.72037,48.041653,19.738972,37.23343,62.53554,28.698568,56.385048,71.96807,40.5505,35.62976,24.657593,36.15528,70.30377,102.417816,62.246727,18.119534,54.586067,28.265549,44.77026,875.1689
ID3,756.69147,247.58284,430.25305,360.01416,1626.1245,565.8091,732.09375,570.72906,573.8565,904.7433,856.7527,649.833,397.81894,541.6181,229.23099,603.8122,1982.0363,2500.2268,629.09326,315.3787,240.50464,1012.56055,726.87244,567.9861,462.5283,420.827,448.0072,1058.0612,775.3014,361.22937,1122.7755,1348.9558,787.4141,902.3618,1852.5706,722.0653,1132.1818,1398.197,270.5553,520.60925,315.57318,331.58997,190.72073,498.41248,1141.6794,792.8224,390.03217,644.10614,635.5533,370.21292,502.69983,351.1647,358.26715,714.92834,274.42838,2572.6592,229.96323,493.84674,346.48264,548.1729,700.7724,917.36725,367.23462,361.41162,894.44196,952.33765,841.09576,429.5188,213.43338,234.37378,1976.2483,143.10846,406.81473,267.38162,687.7265,402.5434,415.0353,341.663,645.3382,467.43597,420.62393,742.8541,1721.1729,611.70795,770.5979,507.3899,1040.2777,519.6121,315.6744,717.16266,777.401,386.86746,733.73486,931.08765,664.42926,523.16724,510.82132,381.04242,763.2447,1272.1765,682.45215,358.8927,734.1677,503.71686,785.13556,12375.542
FUCA1,56.532314,22.118513,36.184395,27.290268,114.044014,46.85916,39.808056,37.593132,26.29231,64.44013,50.69282,51.0837,26.554207,43.85794,16.17227,70.71261,40.9392,131.07811,35.607376,13.72354,18.516949,48.549847,59.047276,38.145035,33.320976,46.886368,33.370674,56.42093,61.199432,20.836792,73.625336,100.193474,69.055534,45.68566,71.79144,37.125595,63.582836,72.43008,14.979029,38.373383,10.466502,24.550531,16.499195,27.337233,62.070744,31.78123,32.708187,43.205193,70.68367,33.33175,45.732197,20.319584,19.847954,41.85064,16.48102,159.02835,18.275595,29.580904,29.857603,45.96976,36.117516,61.956795,24.29124,25.637835,61.383934,70.33307,65.09062,20.10036,13.493787,10.936956,90.23042,10.596119,25.660011,21.117239,52.551758,31.360376,32.4495,30.557957,21.58062,27.831963,27.624418,55.850586,41.771618,35.8584,66.51016,33.785408,75.00007,42.75135,24.435673,31.55451,51.64072,22.89135,50.59279,49.122715,47.31247,34.645844,43.02499,35.158985,61.391068,88.70021,52.664833,12.108432,49.030605,39.74296,46.55574,889.14746
RSRP1,275.97617,122.7411,204.81691,189.77774,584.8427,225.51334,216.26518,211.81648,141.40868,391.73596,300.44907,290.91382,173.54712,224.36572,91.05769,336.5365,255.52373,678.08685,193.94287,126.75752,101.10765,332.5607,337.18823,202.11945,144.0284,256.1322,180.76225,317.77548,338.0635,144.97697,359.63605,530.9433,352.80585,250.07907,413.63828,235.49316,390.6112,349.90536,114.03892,209.9683,84.38933,141.79266,101.81549,161.72461,369.00427,222.90009,201.10088,287.48196,408.38464,181.84138,252.94688,127.52173,122.812996,263.0615,120.988434,811.33496,94.950424,171.14351,182.0252,232.94862,216.34918,347.76636,154.65091,160.27464,317.85962,349.28482,365.3096,141.29651,91.9942,83.86364,492.9502,54.791386,170.90631,143.87407,302.0311,217.17328,185.78206,169.72029,127.885605,176.94417,143.52786,327.57178,239.9017,246.93042,435.08035,218.39064,391.48105,224.49797,124.953255,222.42546,357.459,143.47917,299.09015,313.99075,259.86276,202.94574,167.12317,184.6108,337.47495,546.19995,332.16797,99.35201,314.9331,203.81992,260.198,4948.7466
PAQR7,11.320277,4.621225,11.115004,12.551791,38.892326,12.67851,12.307391,10.180344,5.0096264,21.795288,13.119276,11.151012,12.663711,14.478919,5.5478077,10.017265,9.964335,27.559765,10.52233,7.1300673,7.8436513,21.616627,21.593708,13.0391245,7.169646,12.0991,14.202271,16.447716,17.319244,3.9584286,21.468763,33.435966,17.651531,16.287632,17.373035,12.294377,22.350182,21.542944,5.8449993,15.953982,2.0517406,6.722221,4.7382145,5.0049295,17.887344,6.525815,11.143314,14.018025,16.841703,15.366179,17.240648,7.8730035,8.341888,12.229168,4.6114664,49.349907,4.059643,7.578877,10.252059,16.178099,12.6552515,20.099167,10.359761,8.056225,14.918996,18.154743,17.720537,7.889861,5.379099,4.299796,30.562126,2.3796484,8.45783,4.311936,18.728256,9.52186,7.1787286,13.31192,6.8996243,7.5913863,6.626036,19.760284,11.614085,12.710144,19.254383,11.940594,35.118134,14.654736,4.7443085,14.324336,17.271889,7.9218903,16.243223,10.857064,13.908928,13.704095,7.234535,11.492771,19.798105,29.262325,14.557811,4.4029393,16.81754,9.321157,16.922379,300.9106
