Gene,AHR,ARID1A,ARRDC3,ATL1,BAK1,BCL2L11,BCORL1,BPGM,C3orf72,C19orf26,CBFA2T3,CBL,CDKN1A,CDKN1B,CDKN1C,CEBPA,CEBPB,CEBPE,CELF2,CITED1,CKS1B,CLDN6,CNN1,CNNM4,COL1A1,COL2A1,CSRNP1,DLX2,DUSP9,EGR1,ELMSAN1,ETS2,FEV,FOSB,FOXA1,FOXA3,FOXF1,FOXL2,FOXO4,GLB1L2,HES7,HK2,HNF4A,HOXA13,HOXB9,HOXC13,IER5L,IGDCC3,IKZF3,IRF1,ISL2,JUN,KIAA1804,KIF2C,KIF18B,KLF1,KMT2A,LHX1,LYL1,MAML2,MAP2K3,MAP2K6,MAP4K3,MAP4K5,MAP7D1,MAPK1,MEIS1,MIDN,NCL,NIT1,OSR2,PLK4,POU3F2,PRDM1,PRTG,PTPN1,PTPN9,PTPN12,PTPN13,RHOXF2,RREB1,RUNX1T1,S1PR2,SAMD1,SET,SGK1,SLC4A1,SLC6A9,SLC38A2,SNAI1,SPI1,STIL,TBX2,TBX3,TGFBR2,TMSB4X,TP73,TSC22D1,UBASH3A,UBASH3B,ZBTB1,ZBTB10,ZBTB25,ZC3HAV1,ZNF318,control
SAMD11,9.488125,3.1525784,4.568883,3.9171896,14.126661,4.142992,6.725346,4.3101187,3.6047838,9.67543,8.901028,2.7490509,2.5728877,5.254088,2.3627493,4.908955,35.090275,25.959993,4.2005777,1.247568,2.8795993,6.870707,5.6420712,4.17341,7.0932693,6.331839,7.438498,25.743317,6.1173143,2.2768247,7.1532745,9.895274,6.214659,8.057711,12.621061,5.7697573,6.778265,13.132152,1.5480853,2.4857993,2.5759766,4.4930973,2.1832292,3.3853278,7.0294595,11.16854,4.394661,14.799687,8.024645,4.034911,5.140102,3.7253761,3.374936,4.6538696,2.4935477,15.315224,2.6584184,5.300665,2.8273833,3.950954,3.076215,6.9653687,1.9687237,3.9658086,7.3786216,7.160545,12.5586605,3.1755092,1.0102818,2.512066,23.833252,1.6479818,2.414461,1.8027879,17.16948,4.542112,3.119195,5.3736606,9.116724,2.9724934,4.5051074,4.219122,18.292788,3.2814105,8.112786,5.5029163,11.21997,4.2322125,3.6332908,12.911066,8.7664585,3.515055,4.8035693,7.6739874,10.684659,4.2483063,2.4073794,2.497682,9.094649,17.48724,6.9392805,5.41074,6.2993555,2.5921388,5.7715235,105.24085
HES4,152.08763,68.01417,113.92841,101.16447,331.87427,125.06395,116.46429,111.11403,69.62053,228.65999,159.57643,170.5324,98.49257,127.228004,50.00572,128.4924,132.39096,340.04663,109.79917,66.11554,47.065655,165.98553,179.67897,99.17612,85.62175,141.73695,98.2643,169.40578,177.69882,83.18232,211.45361,291.41177,214.03223,164.07089,213.0569,130.89162,226.04453,179.49113,49.66458,115.132935,32.12934,85.01227,53.164562,65.01991,186.14574,112.66669,107.93555,180.12029,189.0632,111.13986,134.16762,70.575806,70.79894,133.30199,58.011944,467.1965,53.129345,83.43855,105.023125,135.2451,124.91211,209.6628,84.0123,86.67872,180.87431,201.85786,201.01596,75.775116,54.0209,47.386227,238.03946,26.613993,101.495674,72.093285,192.14369,114.62175,104.61375,92.582664,60.845154,91.70664,103.070816,175.94012,135.17688,131.42958,229.91545,120.51544,245.73405,153.27516,71.52647,94.17524,176.8118,87.6801,166.49783,145.08142,154.28299,116.55003,56.500282,111.231445,201.2455,318.99713,169.26808,46.36698,164.85957,108.88192,158.70381,2840.1204
ISG15,260.9411,101.12272,202.55507,154.62314,640.0405,243.58453,228.27357,202.54663,124.70929,398.56738,313.49362,302.64444,159.40775,222.43921,91.30764,255.58249,228.0896,553.1404,206.9453,102.26905,97.945335,303.55017,336.40997,188.31786,160.5166,244.36118,197.57988,340.85138,293.07413,141.54895,366.29346,702.60345,350.47507,271.31067,394.1952,217.05472,413.47327,331.5279,95.23471,208.8625,47.88791,147.15862,101.58782,131.09029,367.17694,186.44115,194.4158,280.8807,320.8995,692.16693,260.67303,115.30409,101.284904,277.93362,123.72064,786.7628,99.002625,180.40425,177.79881,267.36954,236.62875,369.76273,140.92221,164.18127,360.80685,482.6052,371.78186,133.5516,98.39424,92.767365,482.18356,51.192833,184.39455,118.26525,301.9591,187.3212,181.99814,170.65572,118.19632,139.12558,136.37819,365.92282,245.98253,229.18149,474.87912,217.73206,434.1279,249.27234,129.34181,211.26392,322.87848,146.09012,301.01144,297.63773,259.32538,244.79118,113.553505,180.60889,372.7745,522.7936,292.19174,71.70766,320.36774,224.76935,280.8047,5269.2954
MMP23B,15.580863,8.577531,8.061962,8.744066,27.787458,10.069664,9.186697,10.422227,3.1938064,13.771142,12.480567,10.805755,15.361839,18.208387,8.919338,13.348516,10.60339,25.870476,5.763968,6.1964536,3.6215606,20.198105,13.033176,7.385397,7.9558616,9.089419,6.3532076,7.907172,16.945635,5.877462,13.581547,17.654306,14.080575,9.341763,18.27677,10.190071,13.605978,8.978724,4.412436,6.1456237,2.1206822,5.255909,5.715238,5.076506,19.49621,6.468106,8.819957,14.252867,12.835809,6.2076864,7.1184893,6.349507,5.7398744,9.185117,3.9508078,36.18754,4.3273807,6.28619,11.124279,11.917095,11.168509,15.38938,6.963345,5.5732837,13.372155,8.151219,9.115801,5.5650563,3.5667238,1.6889596,16.08049,2.5226595,9.447381,9.285164,18.099352,9.948146,7.861026,8.0127,7.6072035,6.577816,5.951185,13.426363,10.51669,12.776861,20.018011,9.5239105,21.384356,8.473413,4.341689,10.033964,14.375721,4.5496674,9.751771,10.167721,16.617538,8.258944,10.629873,7.3739405,17.763237,26.238579,19.736496,3.5984583,14.488963,10.367896,15.868249,201.62703
SMIM1,141.4765,75.71039,112.61064,162.48509,314.2175,128.41917,121.271545,126.60892,96.64908,225.00278,151.83879,193.26991,120.53108,194.30824,71.95582,152.26117,130.40018,347.719,131.65082,62.63593,70.47141,241.86513,225.58427,98.38087,75.34685,121.012375,89.99386,173.78146,266.6896,82.87024,201.5859,263.71683,229.95319,140.97499,225.61156,151.85858,204.84987,186.59259,52.876408,127.42508,35.518284,75.32928,57.900078,87.82396,200.33617,118.08801,187.3523,186.4638,445.9572,91.93535,129.96436,71.3645,67.25706,143.1191,62.459614,440.90723,59.603584,98.26169,105.840904,128.17894,123.66242,190.34407,90.87541,90.53312,170.16321,178.1966,208.00139,82.79236,54.981182,42.93241,227.26349,21.843536,111.83159,154.86406,336.07837,134.41277,104.92532,110.40436,70.80215,126.16829,85.88876,176.6971,133.06686,150.3419,214.30063,148.10721,214.08028,145.77426,76.56335,97.99881,234.81789,67.33339,176.24707,147.9331,148.26079,115.11673,170.67552,99.61661,219.19405,339.627,221.63779,61.499313,191.78381,107.142334,143.89168,2764.9856
LINC00337,4.4265018,1.3208724,2.2524338,2.4868243,10.985971,4.0975485,2.9404361,2.9248638,1.7920063,5.4496865,5.0893526,4.608157,3.235294,4.3604894,1.0389464,2.677148,3.9116807,8.723188,3.9465501,1.1776019,0.9918536,2.310943,5.3358097,4.0946856,1.7426604,0.914677,1.7936924,4.222513,4.910052,2.1268659,6.6210613,7.8922358,5.345394,4.2489,5.4691057,4.173191,6.548056,6.642968,1.6751008,4.146323,1.3193336,1.8480574,1.2155926,1.9068485,5.3889127,1.9943376,2.0226386,6.3536606,4.622927,2.4532096,3.686165,2.526042,2.077534,6.5313716,0.49749702,16.487345,1.0009611,2.7502491,3.431918,4.8581414,3.9733422,7.518278,3.981184,1.8346434,4.554738,4.5959015,8.158467,1.9615781,1.4854952,2.251074,7.3439083,0.5412855,2.3808954,0.73557675,3.3536987,1.3528972,3.3476965,4.6756005,0.86557865,0.890168,2.202364,3.8884737,2.4279504,4.1100626,6.869451,4.8715105,8.090335,3.851726,1.3002962,2.7279618,4.757591,3.1735518,3.787985,2.60488,4.076003,4.38984,1.9136623,4.1623654,4.148485,9.107771,7.2393355,1.5527705,7.0396442,5.1719356,5.172033,86.62711
ENO1,714.3174,387.4237,525.3603,468.44736,1787.9982,690.8607,606.7019,541.4519,387.86328,1058.5994,818.0936,765.1057,520.1709,727.49457,309.0872,954.07355,719.5256,2069.6047,533.16077,337.4679,268.12585,854.0552,900.6786,567.0281,434.89783,871.6527,581.86584,885.9211,823.9556,392.42252,1199.623,1515.087,932.1371,721.94324,1070.7761,626.82117,1048.5349,928.8354,298.7643,538.53436,220.199,391.97006,347.9942,465.5199,975.4988,521.8672,561.0365,717.657,1223.481,594.1617,659.42737,349.75705,318.6056,768.53046,322.19186,2674.3152,268.4169,475.724,468.0601,772.62274,785.4034,1182.9183,417.05896,445.41913,1032.5159,994.8528,884.93146,389.05206,295.1545,223.77808,1345.7671,171.92957,439.28894,419.97815,864.79596,551.0187,484.96198,474.91833,370.58832,468.25412,428.73288,886.7917,687.6137,716.2519,1145.1846,568.38574,1165.1272,672.8128,412.90936,665.752,1136.919,409.27942,796.089,795.21674,761.3446,609.40894,556.6598,435.46317,930.36145,1479.0795,896.0677,290.0165,828.7574,589.36206,715.1929,14354.096
GPR157,3.7006447,0.98516566,1.239578,2.4106827,7.549839,3.197802,1.7731445,2.9919617,1.8482463,4.33231,3.3066168,2.776204,3.1229486,3.6429372,1.3382229,1.0214288,2.5628397,5.2077065,3.6907473,1.2257471,3.56314,7.777518,4.101365,4.291526,1.353206,3.847279,7.0412865,5.176244,5.2012815,2.0672755,6.5831184,6.609575,4.4453325,3.1724458,7.700839,2.58434,8.258154,2.7388456,1.0041602,2.4790998,2.1563978,1.0231086,2.063646,3.0277655,5.0798197,3.1613622,1.5155085,3.8028197,2.3449786,2.850459,3.770284,1.4389133,2.9488986,4.569672,2.2008345,16.837212,2.0051982,1.647348,1.4661723,4.618937,2.3500473,5.6805854,2.010827,3.117734,4.080208,5.182136,3.3753772,1.2022965,2.312334,0.9622074,5.804443,1.2696217,1.5402764,0.58559924,3.7762768,3.7459645,0.9868742,1.5071374,1.1639812,0.7413404,3.870891,3.9774785,3.8277738,2.8900065,5.633566,3.2702432,5.605953,3.155579,3.8773324,5.498786,3.0749485,2.6622858,1.6971041,4.6451993,2.927798,3.825292,2.3180716,2.6886928,4.000204,9.822482,5.9299097,0.67342687,3.4125004,4.198397,2.7652998,75.1713
PGD,329.71857,124.86316,247.64587,201.64159,761.83636,300.39224,274.45496,245.23743,154.12804,461.14685,357.71143,338.05664,194.49826,279.84604,109.36731,594.5657,370.14737,1039.8105,256.97357,125.14559,110.00064,367.52332,408.7343,239.49295,191.83197,311.4405,227.57019,391.1631,406.41354,178.75574,462.06058,632.2824,413.89005,352.36877,483.36993,261.6375,467.39038,405.46146,126.53035,244.04929,83.03757,167.78796,124.29677,160.10846,424.43777,220.65764,241.76518,320.23553,403.63086,229.40317,302.15808,145.3446,140.81181,323.34348,137.15675,979.90686,125.55264,201.52704,227.75531,311.24905,270.90656,448.0094,189.31714,185.864,399.28156,415.28802,431.806,157.9102,124.70199,90.22947,581.2624,68.65114,209.5962,161.73582,341.84283,224.09824,217.12585,231.85965,141.98834,177.94547,167.80179,402.8119,274.49637,259.999,523.5123,242.81203,505.41266,318.36276,172.71414,254.99413,384.79156,174.62688,346.80978,341.95694,322.81714,281.73282,141.01549,210.71419,424.31717,635.3627,362.6501,104.30638,370.84827,262.20978,300.49274,6239.0244
SRM,765.66895,355.1718,544.0643,515.4667,1652.6934,620.27765,577.4274,556.14935,427.39337,1018.40173,809.5981,764.1039,425.7089,630.49146,266.49997,1415.5845,915.3879,2371.6812,573.77655,350.43988,267.04813,930.3864,911.9645,552.2425,532.91656,683.89075,542.762,814.42566,907.9417,395.8349,1127.5509,1439.3129,940.26746,754.4701,1122.659,671.1448,980.9725,917.76746,283.90704,495.36395,283.11322,374.0923,318.83188,509.13153,1031.7587,624.007,526.46564,739.6113,1248.0542,505.0522,604.1396,353.62158,303.67545,721.5501,333.83466,2712.7173,279.20703,462.43338,466.3765,741.3758,662.54706,1117.6177,443.33313,425.4426,970.10815,942.4899,899.8425,397.79135,324.64905,282.1826,1442.5574,182.85349,463.36993,528.4494,842.7639,604.6991,480.8582,507.60443,379.43912,497.9995,415.22745,838.7811,694.5972,725.3848,1240.1481,545.5409,1200.5665,652.04205,390.11505,584.0492,1162.4915,451.72058,789.5843,817.3077,734.3535,574.2355,607.2123,476.70276,973.9367,1468.9347,820.53284,302.8741,797.6936,584.2189,706.52905,13607.454
