Gene,AHR,ARID1A,ARRDC3,ATL1,BAK1,BCL2L11,BCORL1,BPGM,C3orf72,C19orf26,CBFA2T3,CBL,CDKN1A,CDKN1B,CDKN1C,CEBPA,CEBPB,CEBPE,CELF2,CITED1,CKS1B,CLDN6,CNN1,CNNM4,COL1A1,COL2A1,CSRNP1,DLX2,DUSP9,EGR1,ELMSAN1,ETS2,FEV,FOSB,FOXA1,FOXA3,FOXF1,FOXL2,FOXO4,GLB1L2,HES7,HK2,HNF4A,HOXA13,HOXB9,HOXC13,IER5L,IGDCC3,IKZF3,IRF1,ISL2,JUN,KIAA1804,KIF2C,KIF18B,KLF1,KMT2A,LHX1,LYL1,MAML2,MAP2K3,MAP2K6,MAP4K3,MAP4K5,MAP7D1,MAPK1,MEIS1,MIDN,NCL,NIT1,OSR2,PLK4,POU3F2,PRDM1,PRTG,PTPN1,PTPN9,PTPN12,PTPN13,RHOXF2,RREB1,RUNX1T1,S1PR2,SAMD1,SET,SGK1,SLC4A1,SLC6A9,SLC38A2,SNAI1,SPI1,STIL,TBX2,TBX3,TGFBR2,TMSB4X,TP73,TSC22D1,UBASH3A,UBASH3B,ZBTB1,ZBTB10,ZBTB25,ZC3HAV1,ZNF318,control
SAMD11,7.7055573,3.5960817,2.8919451,2.4657402,16.0738,7.385785,2.9439602,3.310583,3.1694775,5.9377146,14.314802,5.097798,5.023088,3.672524,1.9506087,5.623712,34.113323,28.468609,5.8860025,0.9263413,4.139644,9.559504,5.3628054,3.832115,5.664279,4.07773,3.775242,23.160381,6.859721,2.9537468,6.3897557,10.99977,4.0675035,5.1792808,11.759596,5.239201,9.985453,12.3390665,0.5201448,5.6281347,0.2141665,2.0408127,3.203138,4.4380507,8.67072,10.414282,2.6904142,16.6384,8.474111,5.849168,5.1712193,4.814289,4.2646294,8.924971,1.269441,17.080217,1.7619076,5.3122935,4.334351,6.0659513,5.666666,6.2187986,3.831823,2.2470477,10.394848,5.7054105,10.906824,2.0234733,0.67727876,2.6980677,24.755003,1.7438158,1.9650494,2.8993113,16.408691,4.3123007,3.2180037,4.6635857,6.9952526,3.629212,3.7395756,7.4478626,16.551722,4.903976,9.022141,5.39571,12.215733,5.878006,2.0144668,13.923256,7.920336,5.12717,4.092846,5.7412553,6.2663145,5.4905787,1.141132,2.6885498,8.38715,18.83543,4.5446863,4.78466,5.1327343,3.7732816,4.4848137,115.138374
HES4,152.10353,49.545906,106.43843,95.96591,348.53873,137.00899,114.223694,111.713974,64.32042,207.04524,165.10924,172.47473,96.235016,123.55004,52.079617,133.80939,116.24499,324.96948,108.06709,52.591366,49.002537,168.17377,175.43573,94.2764,83.13333,139.11163,103.38035,165.64328,192.58049,76.06331,215.96315,312.11853,226.61237,158.36385,206.37605,122.1017,205.05461,161.64568,51.552628,118.23032,26.254576,76.767334,56.276936,77.792946,179.77068,106.665665,115.27575,179.84839,205.15915,112.64861,136.93129,67.51957,72.08973,144.12689,59.928467,490.6624,46.36912,77.846634,99.87275,141.07536,120.51847,201.78618,83.32698,91.78247,184.66042,200.20007,198.21948,68.95128,51.07345,47.238934,245.06186,27.150839,102.741875,87.03597,199.5318,109.6166,104.42011,97.87205,53.34862,85.90547,99.45866,185.82437,126.538055,123.27434,218.5484,118.26333,245.33578,144.33144,71.304825,93.99552,170.04538,88.37627,150.14339,143.70163,156.89235,117.61569,71.433136,100.351425,204.30461,300.67722,188.41144,34.541145,172.79095,112.59776,160.71606,2845.1213
ISG15,264.99918,94.96817,187.69397,157.96906,609.85,242.78941,219.84941,189.30077,123.16951,371.7106,314.90033,277.6082,146.5618,211.11838,88.646416,263.6781,231.45209,596.80536,208.95177,114.87236,103.36632,270.25833,312.4517,197.42583,153.99602,248.25096,187.2193,329.00436,298.55798,129.07423,352.58533,718.87354,360.39944,274.15115,386.53375,196.8339,389.04727,334.06625,88.20102,210.11188,46.589973,138.55115,104.06503,129.89432,336.78555,173.78326,201.50684,259.16226,300.66656,732.0951,259.2442,114.65239,111.13786,271.42303,114.89365,743.33325,98.99952,182.13144,164.55533,249.39996,214.62927,349.69208,149.15825,158.2566,352.23083,497.95337,347.61328,126.45152,103.27506,91.544586,481.36902,55.974613,176.24606,94.92114,292.06897,171.97859,164.25914,172.6155,124.95882,140.36673,130.56258,352.36578,227.84454,236.02237,493.67856,197.45761,407.6017,241.23581,130.34749,197.96936,320.6504,145.23062,290.47632,294.6395,254.25775,224.02283,112.30394,171.15048,347.03043,527.2489,290.83392,72.06925,300.22293,203.13185,271.30518,5116.837
MMP23B,15.097784,5.6322618,8.874359,10.8608465,28.243578,8.710468,9.647391,9.1909685,4.587412,13.750383,15.841602,14.951662,12.755292,16.48465,9.774466,14.6082,13.128788,24.458092,7.557546,6.048888,4.572485,19.317516,13.001925,5.1657557,5.7004433,13.856684,7.101308,11.357643,18.231459,7.5855436,12.019488,20.579525,11.406625,9.530701,18.260168,14.644447,12.614371,10.433303,5.6918507,6.953559,1.3949151,4.7563367,7.365506,5.6311517,16.157986,7.3498306,8.173293,17.432175,14.739586,9.642187,13.694822,7.0348663,3.11827,11.153778,4.041948,31.856472,4.1431646,6.388727,7.924155,9.556784,7.976873,17.900385,4.8302927,5.83815,10.740057,10.13059,13.554655,7.5204883,5.334798,1.4710989,16.503965,2.5902166,7.0715036,10.249238,19.603579,11.94943,8.5498905,7.0308,7.728689,7.211503,6.696337,14.883169,11.474433,10.179029,20.699514,11.333276,21.826784,9.250771,3.0966733,11.560576,16.425621,4.6127615,8.463838,10.354342,13.23871,8.329042,13.085321,8.655444,14.928785,26.20139,20.940487,3.7780163,11.60965,8.263692,12.339483,193.85439
SMIM1,177.22237,75.08613,117.98087,179.74121,357.27457,129.48204,131.32793,127.28297,99.4628,238.02081,168.50333,225.2465,139.63005,223.24918,92.08371,213.38087,141.9686,414.2989,133.44823,74.36429,77.51665,279.3648,257.93063,113.925674,99.24055,128.67229,98.62215,171.77272,284.3928,78.03941,218.4133,291.33517,241.68465,143.60896,256.6023,192.09715,239.21722,196.71306,84.09183,148.85982,33.7488,77.288734,63.397755,94.43227,225.20978,159.08087,228.08194,215.2689,552.77136,104.866516,138.00885,77.415565,71.703636,158.90793,68.69487,448.8426,66.245705,109.55893,108.840805,144.90302,115.10187,179.57727,90.63088,97.75053,185.14293,197.55258,203.76547,96.66183,68.03428,42.68725,236.39061,34.43458,133.74931,171.15129,404.1528,165.37437,116.6897,128.92403,82.090614,144.7839,100.39382,173.7126,140.9574,190.51225,225.07582,165.7924,223.1967,154.70525,68.10764,120.788246,308.64105,85.85036,180.69911,167.42288,167.1649,135.28961,230.42361,103.57765,224.05975,383.74768,251.8528,67.1107,209.63239,107.093315,160.39218,2921.4805
LINC00337,5.763045,2.1874459,2.9148173,1.4265949,11.304935,4.663122,6.4003687,2.6639946,2.80068,5.3054934,5.544492,5.2552943,3.6361527,3.725873,1.4039583,2.4795885,5.596819,9.648239,3.7139409,1.1352993,1.1121193,6.1060357,5.3129883,4.9990134,2.3887835,2.3095446,2.8025112,3.7281985,3.3731768,1.555247,6.372939,10.428682,5.5245576,5.221234,3.8410654,3.6676185,4.792308,7.261027,0.53806025,4.099145,1.7430658,1.220602,1.355056,1.4764926,4.6104994,2.2376626,1.3039011,6.503953,5.391245,1.5411977,2.5572531,1.8564636,1.9669589,5.76175,1.3525797,14.200384,1.162493,2.373654,3.9568095,5.231055,4.2740583,7.885805,2.9935894,1.9185576,4.95498,4.5598364,4.993897,1.9410396,2.6100872,3.343588,6.155336,0.6583595,2.2293544,0.40069902,1.9599304,2.3952954,2.5995827,3.4492009,1.3908819,1.5216787,1.8176124,3.74124,4.0697927,3.8487449,6.6591425,1.9031048,8.530029,3.9315412,1.2544578,2.492063,6.0918913,1.647924,3.983553,1.5979602,2.6520925,3.8117802,1.3768165,4.4464726,7.126831,9.774834,5.818577,1.0191127,5.2826967,3.0972288,4.1510377,77.37323
ENO1,660.90027,327.09552,488.82886,428.98224,1603.7283,620.1075,544.2018,500.03436,335.5997,924.84393,735.39246,711.228,474.89246,646.1278,285.5519,819.6849,618.59625,1794.7897,506.28485,284.08987,259.82248,828.56506,832.8789,528.2122,382.34238,796.819,536.8656,800.7982,783.5094,373.1555,1110.1594,1354.2189,878.60675,649.7242,978.385,570.6067,979.25977,849.0765,296.79773,525.2592,214.99721,363.4356,326.9446,447.77612,869.6033,493.97202,501.2126,708.7896,1138.3961,551.1735,612.3302,324.58063,301.07684,720.03345,308.41272,2529.7234,260.9435,459.8957,422.06314,704.7611,715.6074,1088.4124,397.68884,422.23392,891.29895,885.99664,802.27545,367.64194,285.5627,221.43678,1272.7972,180.14711,407.42905,377.69556,837.7822,477.0537,454.44208,452.0784,338.93274,442.24973,406.72644,835.2565,617.7749,659.34045,1100.3586,520.975,1128.3959,612.3021,362.64642,582.67584,931.831,405.73618,697.50037,783.19434,706.93066,541.944,516.25366,410.37408,827.9909,1335.6003,812.53,291.51126,772.7104,543.6506,653.9329,13102.486
GPR157,4.17165,1.7628403,0.732149,1.618473,9.5815115,4.456189,2.9028788,2.1323957,0.82729614,5.356142,4.381502,4.6385055,3.1524408,5.004283,1.7384815,2.3938036,4.2038326,5.46387,3.9707468,1.0516196,1.2629361,5.977969,5.5517373,5.7154675,1.6159279,1.8243259,5.057024,3.6692147,7.1876073,3.4294653,7.272975,6.314334,4.719464,4.024104,4.707649,4.711932,6.220362,3.8933105,0.7260486,3.5114741,0.6632762,1.4244665,2.0376658,4.4830456,6.335681,4.868578,2.7303681,5.6451283,3.5395348,1.8019679,4.38623,2.5131207,3.1250255,5.382083,2.0871644,16.37092,0.8988941,1.6519779,1.1761851,5.0374594,5.1262627,5.607077,2.0777495,2.3037686,6.091465,4.614151,4.2998433,1.3708181,1.3822122,2.320129,6.3664846,1.1870598,2.8153036,1.1356974,4.0608935,3.1106694,2.4431193,3.5215561,1.294347,2.2214646,3.2152617,6.373909,4.2255945,5.120706,4.3992705,3.066934,5.1444855,5.33856,3.7951763,2.6409583,2.8674765,2.6777544,2.27185,4.130558,5.4571557,3.4752762,1.7082592,3.9028509,6.5722275,10.439728,5.105528,0.86174923,4.9104867,4.1151247,2.3405375,84.73705
PGD,356.72974,135.62297,248.24413,226.64539,775.2145,306.04532,282.4622,256.96875,161.43283,469.04272,346.9932,366.59708,191.2891,269.5505,115.812775,610.04315,372.71533,1077.0387,290.50632,135.06207,135.70523,381.41785,408.2163,256.0481,192.96088,310.00827,245.23993,394.34558,424.52353,188.14333,481.23474,671.5971,452.22913,374.612,511.5149,277.2202,484.63287,420.18604,134.52216,240.47647,80.29962,176.67418,132.3587,158.55591,426.4336,230.06218,255.38263,331.54752,424.6007,233.9563,303.49887,159.83669,148.44713,347.321,135.6175,1048.4323,121.77661,214.05283,239.12805,300.63513,275.2189,456.50735,191.52937,199.91214,410.16647,450.51318,451.35596,152.2214,130.77725,94.99129,628.71893,73.89642,211.44936,164.53612,358.61285,234.451,220.92517,242.88586,160.80713,190.36858,180.53595,400.2039,302.19455,283.48334,530.11505,272.8985,529.2939,306.91772,163.1795,262.8731,377.00397,185.37856,374.30347,403.8067,332.82297,298.1495,165.21658,202.58324,451.1455,661.43396,373.3005,109.54423,392.48447,255.15884,319.91718,6417.275
SRM,793.7518,334.09418,546.1693,534.8979,1733.5511,608.88715,628.4936,560.0357,417.6871,987.7691,856.70325,780.8624,457.98755,636.9352,288.3901,1456.3374,861.1675,2437.571,618.4155,356.0431,303.00528,902.8989,891.2733,552.9137,547.8522,751.8496,596.0626,820.94025,977.9002,396.4651,1119.1089,1556.3612,959.707,754.9724,1149.5874,634.83234,1021.99506,944.9903,315.57126,554.39874,270.25806,374.87265,340.57504,515.77234,1010.76575,634.6387,520.5682,736.6762,1237.1016,503.224,622.2955,385.13916,361.3891,712.465,331.01132,2706.558,279.742,485.19937,508.09467,703.25616,687.5274,1045.7064,430.5847,447.7423,979.4729,992.07684,937.4513,429.36902,320.1393,317.17764,1446.7826,189.83067,461.4963,509.9688,834.0345,591.9527,478.28094,481.0954,405.49728,457.18365,405.0909,893.18134,681.11523,714.0684,1216.1001,553.8132,1250.377,654.9082,378.4518,582.10913,1153.59,473.83618,781.5624,874.1345,791.2367,552.8767,567.30383,462.4301,953.56805,1509.254,849.9878,305.09732,787.30426,617.8342,726.3583,13751.077
