Gene,AHR,ARID1A,ARRDC3,ATL1,BAK1,BCL2L11,BCORL1,BPGM,C3orf72,C19orf26,CBFA2T3,CBL,CDKN1A,CDKN1B,CDKN1C,CEBPA,CEBPB,CEBPE,CELF2,CITED1,CKS1B,CLDN6,CNN1,CNNM4,COL1A1,COL2A1,CSRNP1,DLX2,DUSP9,EGR1,ELMSAN1,ETS2,FEV,FOSB,FOXA1,FOXA3,FOXF1,FOXL2,FOXO4,GLB1L2,HES7,HK2,HNF4A,HOXA13,HOXB9,HOXC13,IER5L,IGDCC3,IKZF3,IRF1,ISL2,JUN,KIAA1804,KIF2C,KIF18B,KLF1,KMT2A,LHX1,LYL1,MAML2,MAP2K3,MAP2K6,MAP4K3,MAP4K5,MAP7D1,MAPK1,MEIS1,MIDN,NCL,NIT1,OSR2,PLK4,POU3F2,PRDM1,PRTG,PTPN1,PTPN9,PTPN12,PTPN13,RHOXF2,RREB1,RUNX1T1,S1PR2,SAMD1,SET,SGK1,SLC4A1,SLC6A9,SLC38A2,SNAI1,SPI1,STIL,TBX2,TBX3,TGFBR2,TMSB4X,TP73,TSC22D1,UBASH3A,UBASH3B,ZBTB1,ZBTB10,ZBTB25,ZC3HAV1,ZNF318,control
SAMD11,7.4917207,6.753294,3.8304336,4.1629786,20.721088,8.517348,4.901682,3.9061127,4.130055,8.386254,12.120349,4.567231,6.397547,4.416119,3.8318434,8.583984,42.51626,32.027126,5.638058,1.2456402,1.6510592,9.75928,5.904612,7.119296,7.4896007,7.6728954,6.0479116,28.37108,8.382919,3.8666883,5.143633,12.193431,8.203447,7.6360855,14.451504,8.511961,11.739526,13.956629,1.1234897,3.8726444,1.3135741,3.338358,2.2729304,4.0799747,7.8140774,12.341902,3.9454432,19.017946,9.571639,5.261335,5.739768,5.160032,4.6330914,4.6411743,5.1174507,22.716236,2.807844,3.8277824,3.4666357,6.9737954,8.321426,8.521494,3.3410597,5.263091,9.273882,7.3148737,10.961751,4.378797,1.5150993,2.6570172,28.88502,2.109782,3.6792119,2.3699303,21.64216,3.2646396,5.4779773,5.571443,8.385675,1.2958907,6.00318,12.261554,17.74046,6.6858196,10.233532,6.780697,11.512285,4.5064178,5.541222,16.840996,9.866649,7.7284966,6.2340913,6.8144274,10.613948,6.719924,2.7535245,3.1709695,7.2597084,16.833727,7.1124673,4.9051,6.3559904,3.6068988,6.463119,143.20334
HES4,140.33553,51.334583,102.49645,86.96171,322.8618,122.07144,108.04272,108.03771,63.795723,204.07745,157.83269,160.38423,92.45102,116.92738,50.079334,108.98524,124.24045,308.5659,94.69842,59.577194,46.78966,158.57204,166.38934,93.540886,81.21398,143.18124,99.83454,154.32121,177.04886,78.29567,191.47472,282.57956,209.97409,148.53993,194.64868,105.629944,192.54718,159.34004,43.283386,107.44742,32.44088,70.74504,55.309196,71.970856,180.74141,96.85367,106.295395,166.86685,202.77014,104.098724,125.07199,60.933105,64.910255,123.05097,59.326344,445.0255,47.19578,77.421486,100.47935,121.324356,107.440895,193.17429,81.65075,83.41702,172.28445,190.75084,188.0415,63.685036,41.273685,39.03984,227.29868,27.258757,87.094154,77.43587,194.57545,100.368286,93.27946,91.62481,56.304367,74.140305,99.91302,160.53024,126.58003,116.603424,199.20117,114.484955,240.76765,146.54166,64.38247,92.181854,167.63536,79.170204,154.3594,139.19328,146.83363,110.93238,55.703453,107.40456,190.49234,298.55084,178.15402,40.523376,160.30905,101.22779,146.82089,2623.4565
ISG15,216.89716,89.59326,173.02979,144.84846,529.48834,211.13097,188.18459,169.23361,114.66895,334.0193,277.56213,239.90758,121.79799,180.20181,75.9147,225.98232,192.20459,502.6338,174.60335,88.65814,95.33154,241.54074,281.45187,163.79218,141.28523,210.07622,166.89903,278.99094,261.0652,120.40378,314.72296,577.3562,288.72894,229.39798,328.49152,169.10046,337.66302,289.61816,80.23831,177.4425,41.940845,117.85736,88.23184,124.059235,306.805,154.97385,166.50023,241.75882,278.42447,603.66345,214.26913,111.39911,99.48967,223.98111,105.25426,667.4324,81.66365,155.52344,157.66025,220.3089,200.57422,302.84158,125.60222,135.47014,296.045,399.37595,304.22757,118.83741,85.050804,80.05837,413.1863,44.976204,149.6088,96.53844,258.12762,147.81078,154.33002,144.33154,111.78073,119.78441,118.15508,302.17288,200.62839,191.13824,405.3427,175.66483,356.67615,208.85542,105.07731,186.46036,270.02417,121.42046,261.32056,257.48996,217.00577,200.11012,94.654594,150.9589,305.49615,434.7675,254.81552,63.880424,269.2838,181.46642,248.24123,4417.767
MMP23B,12.884645,9.056418,8.884635,8.773078,25.9192,11.687797,8.250965,11.67025,5.614286,20.319641,13.208309,12.494587,13.789185,16.027422,6.249537,14.998125,14.341505,30.760527,8.442674,6.7512093,5.1062903,18.492577,15.861663,9.440041,6.5184717,8.960942,8.745944,9.82451,16.15794,8.2159395,12.778129,16.925976,13.639782,11.796473,16.290041,12.257745,13.914316,9.311435,5.2001615,8.753601,2.5159142,4.8889337,4.2926564,5.8166966,17.228374,7.040208,12.776405,17.971476,16.167763,6.4819274,8.205638,7.15974,3.6485374,8.83326,4.0462313,35.537827,3.8567996,5.430147,10.385787,9.812688,9.637823,16.354185,5.524217,6.2845063,14.364233,9.246306,11.986757,4.938458,3.0094204,1.8428319,17.243706,1.673328,7.9333315,9.3364315,18.340336,11.650222,8.924479,8.827961,6.8753057,9.169754,7.8411427,14.257116,10.17853,11.252221,24.595413,9.524288,24.014517,12.384728,4.039217,8.132513,15.8729725,5.8206787,11.7784815,11.39489,15.1222515,9.254679,10.711982,6.811296,18.67783,25.062593,27.207378,3.2535753,17.92665,9.903218,12.544766,203.53268
SMIM1,199.80035,102.94272,147.85048,202.80798,424.7845,150.22217,172.23093,158.50967,116.69057,292.07904,212.49643,248.83363,176.16591,242.7829,104.704216,186.15533,176.84283,427.12253,160.94775,92.23805,94.24312,312.0205,298.54413,128.98854,114.49858,148.95224,137.07535,229.6134,318.4115,102.33836,251.70695,342.81146,294.15588,171.37758,311.92865,200.67578,265.26306,241.59756,77.52268,178.35304,43.500114,88.69528,88.86541,125.076355,268.6078,161.6149,242.7586,226.46327,615.2563,115.97012,180.21222,84.4216,78.18737,197.90283,80.03145,563.37225,71.728745,131.57283,129.27591,171.83487,149.48654,239.6673,109.5157,111.49224,220.20503,220.02505,255.68279,114.7925,63.306957,52.728535,297.74637,43.60368,154.17465,183.89764,446.40723,181.06209,143.07707,146.53763,95.9276,159.06352,121.94188,225.55835,161.18228,180.11713,266.0569,194.10355,277.344,191.38535,78.43897,133.58986,319.7823,104.17758,235.8681,190.16031,181.52138,166.10101,240.43132,126.71943,284.6229,452.9319,309.92297,66.54905,269.1135,132.97551,194.32559,3595.8755
LINC00337,5.492087,2.0029576,5.259267,1.6678126,13.083471,5.297574,3.6270359,3.8728082,1.3411154,3.5330043,5.926132,5.5094233,2.7425199,2.8443685,1.2758538,2.4870281,6.3652763,10.427718,4.913161,1.3613056,1.1558346,4.0883183,5.875661,4.7887526,2.2777731,1.6994576,4.1777496,6.8670835,2.6717467,1.8359144,6.7938776,13.437056,7.141777,5.3662014,6.698711,4.232251,6.7516413,6.537341,0.93841255,4.3562407,1.9982877,1.6998056,0.72499675,1.0017729,4.524365,1.9048536,2.022946,5.765459,3.9079385,2.3868313,5.7620616,0.93167293,1.0951728,4.692649,1.804404,15.33015,1.5115796,4.3165193,6.0847507,7.436607,5.344098,8.276292,2.4537485,2.7249143,5.5985975,7.8756557,7.858102,1.3237786,1.5021977,2.1670177,7.9419837,0.79800385,3.7186885,1.0840281,3.8595448,2.4800224,3.6136558,2.933259,1.1137981,2.2731156,2.139115,3.7342925,4.7647934,3.1287158,8.637478,3.244668,5.738478,3.362265,1.1277499,3.0687654,4.254354,0.9148581,3.9645631,3.4654346,4.216733,5.5480404,2.160869,4.054654,6.1976795,7.91653,4.322708,1.6461227,7.657096,5.0188775,5.2190647,96.36646
ENO1,705.9318,375.08865,558.0808,480.91827,1932.0605,679.19135,659.0294,580.581,384.91116,1128.32,835.48193,781.6197,557.7555,741.485,322.8289,913.8843,708.86633,2013.9281,550.0544,318.1421,299.56552,910.9145,967.72424,599.82477,435.09958,855.00116,645.95996,923.8211,873.7081,419.68677,1236.1113,1575.1909,962.5046,701.2789,1159.1775,625.9887,1073.6276,937.6126,312.8828,583.70245,204.97987,377.9896,349.27145,489.4386,1000.1105,587.38513,550.1032,798.07056,1243.5911,601.3438,667.95624,364.3977,332.19473,810.48474,345.9273,2791.09,303.8936,499.81955,484.46207,831.1555,867.7471,1201.78,453.92596,476.74167,1045.5903,1004.1421,903.3208,367.06503,288.68274,229.27806,1353.4509,198.18227,443.7109,473.4533,922.28076,550.4551,526.4016,501.55112,376.95456,477.8474,452.03702,998.63806,720.24475,731.9788,1142.0979,610.3518,1314.4115,710.41547,465.291,660.28,1061.7083,453.4615,842.7216,895.78235,772.817,625.539,505.36423,468.53577,984.60724,1542.2281,930.2329,263.6349,914.4193,628.6096,770.0084,15198.133
GPR157,3.7229955,2.872859,0.7080872,3.2615457,8.856539,2.7587075,3.267166,3.1133623,1.0942724,5.8167467,4.267848,5.0646777,4.4080176,2.7679424,1.6638345,2.9578674,4.184201,6.2429595,3.6619325,2.5616999,2.2698166,4.49325,5.4613037,5.35398,2.570414,5.3429193,6.381484,5.331007,4.7672744,2.7451499,6.982416,8.705164,3.4610164,3.3779469,4.672197,2.6518705,6.726568,3.6199353,0.5804378,2.8250587,1.6877809,2.7769306,1.0976553,5.715928,6.567197,2.741805,3.9205203,4.954879,2.6044166,1.4518952,2.936307,2.012141,1.161527,5.0006914,2.7082977,15.945728,1.5975534,1.4796078,1.1952071,4.946337,3.9676948,5.6323924,2.7684336,3.4659185,7.6702228,4.3312273,5.037298,0.8988192,1.2738715,1.5604097,7.5294538,0.88023144,1.3762355,0.39017877,6.605368,6.1302752,3.2963724,1.171196,2.2077224,1.1917728,3.0989847,2.8376515,6.0372257,3.8259344,4.0106626,3.303865,6.0582304,3.7659383,3.3928552,2.0693595,3.63271,3.50522,1.6911455,4.6851377,3.6738868,3.864888,3.5507998,2.7904682,4.9345365,10.873095,4.074806,0.62757796,4.373,2.9891675,3.6798828,86.35076
PGD,333.97345,129.61607,252.35596,199.63414,789.9947,296.8879,279.07968,262.0478,164.20946,466.88632,353.20895,350.88757,201.84978,270.94443,121.96773,497.45972,321.51785,943.5981,261.80408,130.43593,120.52319,363.78284,407.77676,265.17953,181.35846,294.75735,247.35771,394.62296,421.1512,183.9787,466.22897,669.8904,446.82104,341.30182,502.59836,264.19724,471.6251,405.94775,146.94185,252.5097,83.29521,169.84656,142.12793,164.21109,420.80746,225.75116,239.51324,337.51074,414.31937,226.14188,311.22458,153.31213,147.20062,321.65335,145.021,1052.1375,113.5011,215.68478,235.22885,317.8921,289.20602,460.45825,190.79102,196.46701,403.22357,420.1721,445.50873,153.5671,123.34374,102.917755,595.8283,74.77904,214.11899,178.15997,371.84143,229.00566,216.20085,238.00253,156.88448,172.31642,182.86633,407.50974,298.27722,259.1379,536.28406,267.8653,549.58765,317.7992,171.23538,261.12262,347.05835,178.01155,372.62668,367.4835,335.5993,296.80444,139.88089,210.49199,444.3497,660.43115,370.06564,108.54322,387.7666,265.0478,324.724,6436.3
SRM,781.97437,362.74026,546.0498,521.0384,1683.3451,661.9592,603.1264,578.0094,452.70435,1037.7893,849.5208,787.8291,469.5848,626.1255,262.93103,1408.8188,874.5485,2445.3992,583.87946,329.75507,318.79822,913.789,930.92236,570.6932,508.88678,701.4723,564.6453,851.95636,987.37994,411.72803,1109.4224,1432.9503,967.3694,725.01544,1156.4688,662.94836,982.1208,919.8988,274.64645,528.63196,259.42947,350.95465,340.55945,552.4413,1031.932,667.52496,538.61505,732.9458,1290.5482,499.92087,603.7331,408.84015,314.68744,723.3211,327.8134,2715.4912,281.37988,482.19214,480.15298,712.00323,686.66736,1048.3229,411.80847,444.11484,978.8626,925.4005,939.8033,415.91818,279.6314,307.51273,1443.2056,173.2807,497.67465,539.8942,863.3425,583.704,489.14502,499.31793,403.43774,476.24506,408.17737,886.23804,696.5229,703.7636,1275.2236,577.56165,1251.4978,662.34485,392.66342,572.10986,1201.2742,464.18787,825.2608,791.5073,749.48395,571.5711,522.8152,469.55988,992.21606,1483.2589,875.8755,278.12198,832.52405,589.9602,736.7563,13719.113
